CodigoCUPS;Descripcion;QueEs
16401;DRENAJE DE QUISTE ARACNOIDEO GUIADO POR ESTEREOTAXIA;Evacuación de bolsas llenas de líquido cefalorraquídeo que se localizan entre el cerebro o la médula espinal y la membrana aracnoidea una de las tres membranas que cubren el cerebro y la médula espinal guiados por técnica compleja de imágenes que indican la ubicación exacta de la lesión.
16402;RESECCIÓN DE OTRA LESIÓN DE MENINGE CEREBRAL;Resección de una lesión meníngea (membranas  externas del cerebro y de la médula espinal)
17001;DRENAJE DE COLECCIONES INTRACEREBRALES POR CRANEOTOMÍA;Evacuación de líquidos o de material purulento a través de un tubo o catéter a nivel cerebral con resección de hueso.
17002;DRENAJE DE COLECCIONES INTRACEREBRALES GUIADO POR ESTEREOTAXIA;Evacuación de líquidos o de material purulento a través de un tubo o catéter a nivel cerebral guiados por técnica compleja de imágenes que indican la ubicación exacta.
17003;DRENAJE DE COLECCIONES INTRACEREBRALES POR PUNCIÓN DIRIGIDA;Evacuación de líquidos o de material purulento ubicados a nivel intracerebral mediante el uso de un instrumento punzante guiado por medio de imágenes.
17004;DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR POR CRANEOTOMÍA SUBOCCIPITAL;Evacuación de líquidos o de material purulento ubicada dentro del cerebelo en la fosa posterior del cerebro con resección de hueso occipital.
17005;DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR GUIADO POR ESTEREOTAXIA;Evacuación de líquidos o de material purulento ubicados dentro del cerebelo en la fosa posterior del cerebro guiado por técnica compleja de imágenes que indican la ubicación exacta de la lesión.
17006;DRENAJE DE COLECCIONES INTRACEREBRALES;Evacuación de líquidos o de material purulento a través de un tubo o catéter a nivel intracerebral.
17201;RESECCIÓN DE TUMOR SUPRATENTORIAL HEMISFÉRICO POR CRANEOTOMÍA;Resección de masa tumoral por encima de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales por incisión quirúrgica del cráneo.
17202;RESECCIÓN DE TUMOR SUPRATENTORIAL HEMISFÉRICO POR CRANEOTOMÍA OSTEOPLÁSTICA;Resección de masa tumoral por encima de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales con resección  y reconstrucción de hueso craneal
17203;RESECCIÓN DE TUMOR SUPRATENTORIAL HEMISFÉRICO POR CRANEOTOMÍA GUIADA POR ESTEREOTAXIA;Resección de masa tumoral por encima de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales con resección  guiada por imágenes que indican la ubicación de la lesión.
17204;RESECCIÓN DE TUMOR SUPRATENTORIAL HEMISFÉRICO CON ESTIMULACIÓN CORTICAL;Resección de masa tumoral por encima de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales  con estimulación de la corteza cerebral.
17205;RESECCIÓN VOLUMÉTRICA DE TUMOR SUPRATENTORIAL HEMISFÉRICO CON ESTEREOTAXIA;Resección de masa tumoral por encima de la tienda del cerebelo localizada en alguna de los hemisferios cerebrales  guiados por técnica compleja de imágenes que indican la ubicación exacta de la lesión.
17206;RESECCIÓN DE TUMORES SUPRATENTORIALES HEMISFÉRICOS;Resección de masa tumoral por encima de la tienda del cerebelo localizada en alguna de los hemisferios cerebrales.
17209;DRENAJE DE QUISTE TUMORAL SUPRATENTORIAL;Evacuación de líquidos o de material purulento  por encima de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales
17301;RESECCIÓN TUMOR INTRACEREBELOSO POR CRANEOTOMÍA SUBOCCIPITAL;Resección de masa tumoral dentro del cerebelo con resección de hueso craneal en la zona suboccipital (por debajo del hueso occipital).
17302;RESECCIÓN TUMORES INFRATENTORIALES HEMISFÉRICOS;Resección de masa tumoral por debajo de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales  con estimulación de la corteza cerebral.
17303;DRENAJE DE QUISTE TUMORAL INFRATENTORIAL;Evacuación de líquidos o de material purulento  por debajo de la tienda del cerebelo localizada en alguno de los hemisferios cerebrales
17401;RESECCIÓN DE LESIÓN O TUMOR DE LÍNEA MEDIA SUPRATENTORIAL POR CRANEOTOMÍA;Resección de masa tumoral localizada a nivel de línea media cerebral y por encima de la tienda cerebelosa por incisión quirúrgica del cráneo.
17403;RESECCIÓN DE LESIÓN O TUMOR DE LÍNEA MEDIA SUPRATENTORIALES VÍA ENDOSCÓPICA;Resección de masa tumoral localizada a nivel de línea media cerebral  por encima de la tienda cerebelosa vía endoscópica  (uso de endoscopio o tubo flexible con cámara incorporada)
17404;RESECCIÓN DE LESIÓN O TUMOR DE LA REGIÓN PINEAL VÍA SUPRATENTORIAL;Resección de masa tumoral localizada a nivel de la región pineal( pequeña glándula endocrina en el cerebro)   por encima de la tienda cerebelosa mediante apertura quirúrgica del cráneo.
17405;RESECCIÓN DE LESIÓN O TUMOR DE LA REGIÓN PINEAL VÍA INFRATENTORIAL;Resección de masa tumoral localizada a nivel de la región pineal (pequeña glándula endocrina en el cerebro) por debajo de la tienda cerebelosa por apertura quirúrgica del cráneo.
17406;RESECCIÓN DE LESIÓN O TUMOR DE LA REGIÓN PINEAL VÍA ENDOSCÓPICA;Resección de masa tumoral localizada a nivel de la región pineal( pequeña glándula endocrina en el cerebro)   vía endoscópica  (uso de endoscopio o tubo flexible con cámara incorporada)
17501;RESECCIÓN DE TUMOR DE LÍNEA MEDIA INFRATENTORIAL EXTRA AXIAL POR CRANEOTOMÍA SUBOCCIPITAL;Resección de masa tumoral localizada a nivel de línea media cerebral y por debajo de la tienda cerebelosa extra axial (fuera del eje neural) por apertura quirúrgica del cráneo por debajo del hueso occipital.
17502;RESECCIÓN DE TUMOR DE LÍNEA MEDIA INFRATENTORIAL EXTRA AXIAL POR CRANEOTOMÍA GUIADA POR ESTEREOTAXIA;Resección de masa tumoral localizada a nivel de línea media cerebral y por debajo de la tienda cerebelosa extra axial (fuera del eje neural) guiada por imágenes que indican la ubicación exacta de la lesión con resección de hueso craneal.
17504;RESECCIÓN DE LESIONES EXOFÍTICAS SÓLIDAS EN TRONCO CEREBRAL (EXTRA AXIALES) POR CRANEOTOMÍA SUBOCCIPITAL;Eliminación de lesiones sólidas  localizadas a nivel del tronco cerebral  (unión del mesencéfalo protuberancia anular o puente tronco encefálico y el bulbo raquídeo) extra axiales (por fuera del cerebro) con resección de hueso en la zona suboccipital (por debajo).
17505;RESECCIÓN DE LESIONES EXOFÍTICAS SÓLIDAS EN TRONCO CEREBRAL (EXTRA AXIALES) POR CRANEOTOMÍA DE FOSA MEDIA;Resección de lesiones sólidas  localizadas a nivel del tronco cerebral  (unión del mesencéfalo protuberancia anular o puente tronco encefálico y el bulbo raquídeo) extra axiales  (por fuera del cerebro) con resección de hueso.
17508;RESECCIÓN DE LESIONES SÓLIDAS O QUÍSTICAS INTRAAXIALES (TRONCO CEREBRAL) POR CRANEOTOMÍA SUBOCCIPITAL;Resección de lesiones sólidas o quísticas localizadas a nivel del tronco cerebral (la unión del mesencéfalo protuberancia anular o puente tronco encefálico y el bulbo raquídeo) intraaxiales (por dentro del cerebro) por incisión quirúrgica del cráneo por debajo del hueso occipital.
17509;RESECCIÓN DE LESIONES SÓLIDAS O QUÍSTICAS INTRAAXIALES (TRONCO CEREBRAL) POR CRANEOTOMÍA SUBTEMPORAL;Resección de lesiones sólidas o quísticas localizadas a nivel del tronco cerebral (la unión del mesencéfalo protuberancia anular o puente tronco encefálico y el bulbo raquídeo) intraaxiales (por dentro del cerebro) por incisión quirúrgica del cráneo por debajo del hueso occipital.
17601;RESECCIÓN DE LESIONES VENTRICULARES SUPRATENTORIALES POR CRANEOTOMÍA;Resección de lesiones localizada a nivel de los ventrículos y por encima de la tienda del cerebelo por incisión quirúrgica del cráneo.
17603;RESECCIÓN DE LESIONES VENTRICULARES SUPRATENTORIALES POR ENDOSCOPIA;Resección de lesiones localizadas a nivel de los ventrículos y por encima de la tienda del cerebelo vía endoscópica (introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel u otras capas corporales con el fin de alcanzar y visualizar el lugar del procedimiento).
17701;RESECCIÓN DE LESIONES VENTRICULARES INFRATENTORIALES POR CRANEOTOMÍA SUBOCCIPITAL;Resección lesión localizada a nivel de los ventrículos y por debajo de la tienda del cerebelo con apertrura quirúrgica del cráneo por debajo del hueso occipital.
17702;RESECCIÓN DE LESIONES VENTRICULARES INFRATENTORIALES POR ENDOSCOPIA;Eliminación de lesión localizada a nivel de los ventrículos y por debajo de la tienda del cerebelo vía endoscópica (introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel mucosas u otras capas corporales o a través de un orificio natural o artificial con el fin de alcanzar y visualizar el lugar del procedimiento).
17801;RESECCIÓN DE LESIONES INTRAVENTRICULARES DE LÍNEA MEDIA POR CRANEOTOMÍA;Resección  de  lesión localizada dentro de los ventrículos  sobre la línea media cerebral con resección de hueso craneal.
17802;RESECCIÓN DE LESIONES INTRAVENTRICULARES DE LÍNEA MEDIA;Resección  de una lesión localizada dentro de los ventrículos  sobre la línea media cerebral.
17803;RESECCIÓN DE LESIONES INTRAVENTRICULARES DE LÍNEA MEDIA VÍA ENDOSCÓPICA;Eliminación  de una lesión ubicada dentro de los ventrículos localizados sobre la línea media cerebral vía endoscópica (introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel mucosas u otras capas corporales o a través de un orificio natural o artificial con el fin de alcanzar y visualizar el lugar del procedimiento).
17806;DRENAJE DE QUISTE TUMORAL DE LÍNEA MEDIA INTRAVENTRICULAR POR CRANEOTOMÍA;Eliminación de un saco lleno de gas o liquido ubicada dentro de los ventrículos localizados sobre la línea media cerebral con apertura quirúrgica del craneo.
17807;DRENAJE DE QUISTE TUMORAL DE LÍNEA MEDIA INTRAVENTRICULAR VÍA ENDOSCÓPICA;Eliminación de un saco lleno de gas o liquido ubicada dentro de los ventrículos localizados sobre la línea media cerebral  vía endoscópica (uso de endoscopio o tubo flexible con cámara incorporada).
18103;HEMISFERECTOMÍA CEREBRAL ANATÓMICA POR CRANEOTOMÍA;Procedimiento neuroquirúrgico que consiste en la en la resección completa del hemisferio cerebral afectado (la mitad del cerebro) por abordaje abierto con apertura del cráneo
18104;HEMISFERECTOMÍA CEREBRAL FUNCIONAL POR CRANEOTOMÍA;Procedimiento neuroquirúrgico que se basa en la desconexión neural del hemisferio cerebral con preservación de su vasculatura por abordaje abierto con apertura del cráneo
18105;HEMISFERECTOMÍA CEREBRAL FUNCIONAL VÍA ENDOSCÓPICA;Procedimiento neuroquirúrgico que se basa en la desconexión neural del hemisferio cerebral con preservación de su vasculatura vía endoscópica(introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel mucosas u otras capas corporales o a través de un orificio natural o artificial con el fin de alcanzar y visualizar el lugar del procedimiento).
18106;HEMISFEROTOMÍA CEREBRAL POR CRANEOTOMÍA;Procedimiento quirúrgico donde se realiza extirpación de medio cerebro (hemisferio) mediante apertura quirúrgica del cráneo.
18107;HEMISFEROTOMÍA CEREBRAL VÍA ENDOSCÓPICA;Procedimiento quirúrgico donde se realiza extirpación de medio cerebro (hemisferio) vía endoscópica  (uso de endoscopio o tubo flexible con cámara incorporada)
18201;HEMISFERECTOMÍA CEREBELOSA POR CRANEOTOMÍA SUBOCCIPITAL;Extirpación de parte del cerebelo (hemisferio cerebeloso) por incisión quirúrgica del cráneo por debajo del hueso occipital.
18202;HEMISFERECTOMÍA CEREBELOSA;Extirpación de parte del cerebelo (hemisferio cerebeloso).
19101;LOBECTOMÍA POR CRANEOTOMÍA;Extirpación de un lóbulo o parte del lóbulo cerebral por incisión quirúrgica del cráneo.
19201;LOBECTOMÍA POR CRANIECTOMÍA;Extirpación de un lóbulo o parte del lóbulo cerebral por incisión quirúrgica del cráneo.
20001;REMODELACIÓN CRANEANA TOTAL;Procedimiento quirúrgico mediante el cual se realizan múltiples osteotomías de los diferentes segmentos de la bovéda craneana remodelación de injertos y fijación a través de material de osteosíntesis. Se aplica para la corrección de las alteraciones morfológicas craneofaciales presentes en algunas malformaciones congénitas fundamentalmente las craniofaciestenosis.
20105;CORRECCIÓN DE CRÁNEO ESTENOSIS CON ALTERACIÓN CRÁNEO FACIAL COMPLEJA POR CRANEOTOMÍA;Corrección de estrechez anormal del cráneo y a nivel facial con resección del hueso craneal.
20106;CORRECCIÓN DE CRÁNEO ESTENOSIS CON ALTERACIÓN CRÁNEO FACIAL COMPLEJA CON AVANCE FRONTO-ORBITARIO CON O SIN DISTRACCIÓN;Corrección de estrechez anormal del cráneo y a nivel facial con resección y avance del hueso frontal y orbitario.
20107;CORRECCIÓN DE CRÁNEO ESTENOSIS CON ALTERACIÓN CRÁNEO FACIAL COMPLEJA CON AVANCE FRONTO NASAL (LEFORT III);Corrección de estrechez anormal del cráneo y a nivel facial con resección  y avance del hueso frontal y nasal.
20108;CORRECCIÓN DE CRÁNEO ESTENOSIS CON ALTERACIÓN CRÁNEO FACIAL COMPLEJA CON AVANCE FRONTO MAXILAR (LEFORT II);Corrección de estrechez anormal del cráneo y a nivel facial con resección  y avance del hueso frontal y maxilar.
20109;APERTURA DE SUTURA CRANEAL;Procedimiento quirúrgico donde se hace apertura de una sinartrosis o unión de la articulación inmóvil craneana)
20110;CORRECCIÓN DE CRÁNEO ESTENOSIS MÚLTIPLE CON BRAQUICEFALIA CON AVANCE FRONTO ORBITARIO POR CRANIECTOMÍA;Corrección de la fusión prematura de una o varias suturas que restringe el crecimiento del cráneo y del cerebro con acortamiento  del cráneo en dirección anteroposterior  consistente en la  resección  y avance del hueso frontal y orbitario por apertura quirúrgica del cráneo.
20111;CORRECCIÓN DE CRÁNEO ESTENOSIS MÚLTIPLE CON BRAQUICEFALIA CON AVANCE FRONTO ORBITARIO VÍA ENDOSCÓPICA;Corrección de la fusión prematura de una o varias suturas que restringe el crecimiento del cráneo y del cerebro con acortamiento  del cráneo en dirección anteroposterior  consistente en la  resección  y avance del hueso frontal y orbitario  vía endoscópica (uso de endoscopio o tubo flexible con cámara incorporada).
20112;CORRECCIÓN DE ASIMETRÍA CRANEANA;Procedimiento donde se corrige la asimetria craneana por medio de una ortesis craneal
20113;CORRECCIÓN DE CRÁNEO ESTENOSIS CON ALTERACIÓN CRÁNEO FACIAL COMPLEJA CON AVANCE FRONTO FACIAL CON O SIN DISTRACCIÓN;Tratamiento quirúrgico para la corrección de las craneoestenosis. Las craneoestenosis son deformidades craneofaciales congénitas que se producen por el cierre prematuro de las suturas de los huesos del cráneo lo cual produce de acuerdo con el cierre específico de una sutura distintas deformidades (sentido vertical anteroposterior o en el ancho del cráneo) que a medida que el cerebro crece aumenta la deformidad y puede producir retardo mental. Hay que tener en cuenta que el crecimiento del cráneo y de la cara son interdependientes lo que quiere decir que si se altera el crecimiento del cráneo se altera el crecimiento de la cara por lo tanto el tratamiento quirúrgico de estas deformidades debe incluir el manejo de la parte anterior del cráneo y la cara en conjunto
20114;ROTACIÓN DE HEMICARAS O BIPARTICIÓN FACIAL;Procedimiento quirúrgico utilizado para corregir la separación de las cavidades orbirarias en deformidades craneofaciales en las cuales estas de encuentran separadas produciéndoles anomalías a los pacientes que les impiden llevar una vida normal. Por medio de este procedimiento quirúrgico se realizan cortes (osteotomías) en la parte central de la cara permitiendo llevar a las estructuras orbitarias a una posición normal recuperando la apariencia mejorando la visión y la calidad de vida.
20115;EXPANSIÓN CRANEANA ANTERIOR;Procedimiento quirúrgico encaminado a aumentar el volumen de la bóveda anterior a través de diferentes técnicas quirúrgicas como osteotomías y distracción osteogénica.Se aplica para la corrección de las alteraciones morfológicas craneofaciales presentes en algunas malformaciones congénitas fundamentalmente las craniofaciestenosis.
