expediente;principioactivo;cantidad;unidadmedida;unidadreferencia;formafarmaceutica;registrosanitario;fechaexpedicion;fechavencimiento;estadoregistro
19950570;LEVOCETIRIZINA DICLORHIDRATO;5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0004240-R2;3/11/2005;;Vigente
20082415;INDAPAMIDA;1.25;mg;COMPRIMIDO RECUBIERTO CON PELICULA;TABLETA RECUBIERTA;INVIMA 2015M-0016652;12/04/2015;;Vigente
19907745;BETAMETASONA 17-VALERATO EQUIVALENTE A BETAMETASONA.;100;mg;100 G. DE CREMA;CREMA TOPICA;INVIMA 2015 M-014748 R-2;10/03/2000;;Vigente
20044975;CLAVULANATO DE POTASIO EQUIVALENTE A ACIDO CLAVULANICO;125;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-0013776-R1;11/14/2012;;Vigente
19972384;CEFALEXINA MONOHIDRATO 5.26 GRAMOS EQUIVALENTE A CEFALEXINA BASE;5;g;43.6 G DE POLVO PARA RECONSTITUIR A 100 ML DE SUSPENSION;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2021M-0007224-R1;08/22/2007;;Vigente
19913750;ATORVASTATINA CALCICA HIDRATO 21.649 MG (EQUIVALENTE A ATORVASTATINA BASE);20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0000343-R3;7/04/2001;;Vigente
20113445;CONTIENE DICLOFENACO DIETILAMINA1.160 G EQUIVALENTE A DICLOFENACO S√ìDICO;1;g;100 G DE GELT”PICO;GEL TOPICO;INVIMA 2018M-0018600;12/11/2018;;Vigente
19937616;DUTASTERIDA;0.5;mg;CAPSULA;CAPSULA BLANDA;INVIMA 2014M-0002962-R1;12/12/2003;;Vigente
19935355;KETOCONAZOL;2;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2023M-0002357-R2;4/04/2003;;Vigente
20040472;DL-TOCOFERIL ACETATO /VITAMINA E SINTETICAEQUIVALENTE A VITAMINA E 1000 UI;1000;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2021M-0013408-R1;07/24/2012;;Vigente
20083338;CIPROFLOXACINO;2;mg;ML SOLUCION INYECTABLE AL 0.20%;SOLUCION INYECTABLE;INVIMA 2016M-0016842;02/22/2016;;Vigente
58027;FOSFATO DE CODEINA;15;mg;TABLETA;TABLETA;INVIMA 2017M-003494-R2;1/01/1999;;Vigente
43334;IBUPROFENO CD 85 % ( IBUPROFENO. CELULOSA MICROCRISTALINA. ALMIDON PREGELATINIZADO. POVIDONA K-90. LAURILSULFATO DE SODIO. CROSCARMELOSA SODICA. ESTEARATO DE MAGNESIO. DIOXIDO DE SILICIO COLOIDAL ) EQUIVALENTE A IBUPROFENO;400;mg;TABLETA CUBIERTA;TABLETA CON CUBIERTA ENTERICA CON PELICULA;INVIMA 2017M-005346-R2;1/01/1999;;Vigente
19967326;CAOLIN;20;g;CADA 100ML DE SUSPENSI”N ORAL;SUSPENSION ORAL;INVIMA 2018M-0006763-R1;01/19/2007;;Vigente
20065902;TESTOSTERONA ENANTATO;250;mg;CADA 1ML;SOLUCION INYECTABLE;INVIMA 2020M-0015346-R1;10/20/2014;;Vigente
20061748;CAMARA 1 (AMINOVEN-SOLUCI√ìN DE AMINOACIDOS 10% + ELECTROLITOS): L-ALANINA;14;g;1000ML DE SOLUCI”N;EMULSION INYECTABLE;INVIMA 2015M-0015753;3/02/2015;1/01/3000;Vigente
20117559;ISOPROTERENOL CLORHIDRATO;0.2;mg;CADA AMPOLLETA DE 1 ML DE SOLUCI”N INYECTABLE CONTIENE;SOLUCION INYECTABLE;INVIMA 2023M-0018038-R1;02/27/2018;;Vigente
20173109;CLOPIDOGREL BISULFATO EQUIVALENTE A CLOPIDOGREL BASE;75;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0021080;09/28/2023;;Vigente
19950176;CLORURO DE SODIO;57.3;mg;CADA 100 ML DE SOLUCI”N;SOLUCION ORAL;INVIMA 2015M-0004304-R1;4/05/2005;;Vigente
20107919;PREGABALINA;300;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2018M-0018419;09/28/2018;;Vigente
20175246;IBRUTINIB;560;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020434;10/21/2021;;Vigente
20180587;BETAMETASONA DIPROPIONATO EQUIVALENTE A BETAMETASONA BASE;0.05;g;100 G DE CREMA TOPICA;CREMA TOPICA;INVIMA 2021M-0020397;09/15/2021;;Vigente
19961715;OXIMETAZOLINA CLORHIDRATO;0.5;mg;MLDESOLUCI”NNASAL;SOLUCIONNASAL;INVIMA 2023M-0005627-R2;04/21/2006;;Vigente
20203883;CARBOXIMETILCELULOSA S√ìDICA;5;mg;SOLUCI”N OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2021M-0020581;12/24/2021;;Vigente
20007275;ARGININA DE PERINDOPRIL;10;mg;TABLETA;TABLETA;INVIMA 2010M-0010374;2/03/2010;;Vigente
20124409;ATORVASTATINA;20;mg;TABLETA;TABLETA RECUBIERTA;INVIMA 2018M-0018594;12/05/2018;;Vigente
20085214;SALMETEROL XINOFOATO 36.32MCG EQUIVALENTE A SALMETEROL BASE 25MCG;0.04843;% (W/W);SUSPENSION PARA INHALACION ORAL;AEROSOLES;INVIMA 2020M-0016229-R1;9/03/2015;;Vigente
20084209;CISTEAMINA BITARTRATO 441.72 MG EQUIVALENTE A CISTEAMINA;150;mg;C√ÅPSULA;CAPSULA DURA;INVIMA 2015M-0016655;12/04/2015;;Vigente
20081180;ACETATO DE SODIO TRIHIDRATO;368;mg;100 ML;SOLUCION INYECTABLE;INVIMA 2021M-0017208-R1;8/01/2016;1/01/3000;Vigente
15826;3-(4-METIL BENCILIDEN) BORNANONA (EUSOLEX 6300);3.5;g;100 G;CREMA TOPICA;INVIMA 2023M-007992-R3;1/01/1999;;Vigente
1982869;ALCOHOL ISOPROPILICO;60.61;% (V/V);SOLUCION TOPICA;SOLUCION TOPICA;INVIMA 2016M-0004865-R1;10/13/2005;;Vigente
20043344;EZETIMIBE;10;mg;TABLETA;TABLETA RECUBIERTA;INVIMA 2023M-0013774-R2;11/14/2012;;Vigente
20195783;BACLOFENO;1;mg;ML DE SOLUCI”N ORAL;SOLUCION ORAL;INVIMA 2021M-0020440;10/25/2021;;Vigente
20158956;ACETAMINOFEN CD AL 90% EQUIVALENTE A ACETAMINOFEN (EXCIPIENTES: ALMIDON PREGELATINIZADO 8.6%. POVIDONA K301.0%. ALMIDON GLICOLATO DE SODIO 0.2%. ESTEARATO DE MAGNESIO 0.2%. AGUA PURIFICADA CSP);500;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2023M-0020937;04/24/2023;;Vigente
20057162;BROMHEXINA CLORHIDRATO;80;mg;100ML (4MG/5ML);SOLUCION ORAL;INVIMA 2022M-0014751-R1;12/11/2013;;Vigente
19989832;SULFATO DE GLUCOSAMINA CLORURO DE SODIO (EQUIVALENTE A 30.0 G GLUCOSAMINA);37.76;g;100 G DE GRANULADO;GRANULOS;INVIMA 2023M-0009385-R1;03/17/2009;;Vigente
20155037;ACETAMINOFEN;250;g;CADA 5 ML DE JARABE;JARABE;INVIMA 2019M-0018988;5/02/2019;;Vigente
218965;PRILOCAINA BASE;2.5;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2023M-013170-R2;06/16/1999;;Vigente
20073105;DEXIBUPROFENO;200;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0017895-R1;10/23/2017;;Vigente
20081180;CLORURO DE MAGNESIO;30;mg;100 ML;SOLUCION INYECTABLE;INVIMA 2021M-0017208-R1;8/01/2016;1/01/3000;Vigente
19981442;CEFTRIAXONA SODICA ESTERIL EQUIVALENTE A CEFTRIAXONA;1000;mg;CADA VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-0007934-R2;4/07/2008;;Vigente
20035831;AMOXICILINA;600;mg;5 ML DE SUSPENSI”N ORAL;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2023M-0012680-R2;11/23/2011;;Vigente
48756;METRONIDAZOL;500;mg;TABLETA;TABLETA;INVIMA 2022M-002041-R3;1/01/1999;;Vigente
20009377;NISTATINA EQUIVALENTE A 10.000.000 U.I.;1.710.623;mg;100 ML. DE SUSPENSION;SUSPENSION ORAL;INVIMA 2019M-0009968-R1;08/28/2009;;Vigente
20108879;CINITAPRIDA( COMO CINITAPRIDA TARTRATO DE SODIO);10;mg;CADA 100 ML SUSPENSION;SUSPENSION ORAL;INVIMA 2023M-0018185-R1;5/02/2018;;Vigente
19933606;GLICINA;4.15;g;1000 ML;SOLUCION INYECTABLE;INVIMA 2020M-0002693-R2;08/19/2003;;Vigente
20126052;VANCOMICINA CLORHIDRATO 512.58 MG EQUIVALENTE A VANCOMICINA;500;mg;CADA VIAL CONTIENE;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-0019627;03/19/2020;;Vigente
20094212;BISOPROLOL FUMARATO;5;mg;TABLETA CUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0016454-R1;10/21/2015;;Vigente
20104370;SALMETEROL XINAFOATO (MICRONIZADO) 0.0496% . EQUIVALENTE A SALMETEROL;0.0342;% v/v;FRASCO INHALADOR POR 160 DOSIS (CADA ACTUACI”N SUMINISTRA SALMETEROL XINAFOATO 36.3MCG EQUIVALENTES A SALMETEROL 25 MCG);SUSPENSION PARA INHALACION;INVIMA 2017M-0017784;8/02/2017;;Vigente
17144;AMITRIPTILINA CLORHIDRATO;25;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-002794-R3;09/16/1995;;Vigente
50785;CARBONATO DE MAGNESIO LIVIANO USP;2.39;g;100 ML DE SUSPENSI”N ORAL;SUSPENSION ORAL;INVIMA 2022M-002763-R3;08/30/1995;;Vigente
20007286;DOCETAXEL TRIHIDRATO EQUIVALENTE A DOCETAXEL ANHIDRO;80;mg;VIAL;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2009M-0010224;11/20/2009;;Vigente
20178818;SILODOSINA;4;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2020M-0019989;12/28/2020;;Vigente
20134454;CILASTATINA SODICA EQUIVALENTE A CILASTATINA;500;mg;;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2019M-0019495;12/12/2019;;Vigente
20232785;POLISAC√ÅRIDO DEL SEROTIPO NEUMOC√ìCICO 22F;2;mcg;DOSIS DE 0.5ML;SUSPENSION INYECTABLE;INVIMA 2023MB-0000090;10/31/2023;;Vigente
20038659;HIDROQUINONA;3;g;100 ML DE LOCI”N;LOCION;INVIMA 2021M-0013635-R1;9/10/2012;;Vigente
20135637;BROMHEXINA CLORHIDRATO;0.08;g;100 ML DE JARABE;JARABE;INVIMA 2019M-0018983;5/02/2019;;Vigente
33711;TRIGLICERIDOS DE CADENA MEDIA MCT;10;g;100 ML;EMULSION INYECTABLE;INVIMA 2019M-010604-R4;10/08/1998;;Vigente
20200726;MILRINONA;10;mg;CADA 10 ML DE SOLUCION INYECTABLE;SOLUCION INYECTABLE;INVIMA 2021M-0020472;11/11/2021;;Vigente
19980462;VARENICLINA TARTRATO;0.5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2018M-0007663-R1;12/14/2007;;Vigente
20048552;ESCITALOPRAM OXALATO 25.54 MG EQUIVALENTE A ESCITALOPRAM;20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0013831-R1;11/14/2012;;Vigente
20043340;EZETIMIBE;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0013758-R2;11/13/2012;;Vigente
20175482;TIROSINA;0.2;mg;SIN DATO;EMULSION INYECTABLE;INVIMA 2020M-0019953;12/03/2020;;Vigente
20066231;CLOTRIMAZOL;2;g;100 G DE CREMA VAGINAL;CREMA VAGINAL;INVIMA 2014M-0015202;8/11/2014;;Vigente
20019190;CAFEINA;65;mg;TABLETA RECUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2015M-0011033-R1;06/29/2010;;Vigente
20103258;CLINDAMICINA FOSFATO 2.4 G EQUIVALENTES A CLINDAMICINA BASE;2;g;100 G DE CREMA VAGINAL;CREMA VAGINAL;INVIMA 2016M-0017172;07/14/2016;;Vigente
20084847;ETORICOXIB;60;mg;TABLETA RECUBIERTA;TABLETA CON CUBIERTA ENTERICA CON PELICULA;INVIMA 2016M-0017027;04/28/2016;;Vigente
19904509;TOXOIDE PERTUSSIS;8;mcg;;SUSPENSION INYECTABLE;INVIMA 2021MB-13946-R2;1/01/1999;1/01/3000;Vigente
19989642;PROTEINA S ENTRE 240-640 UI;12;UI/mL;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-0008429-R1;9/03/2008;;Vigente
20077280;POLIMIXINA B SULFATO;6600;UI;SIN DATO;SOLUCION OFTALMICA;INVIMA 2021M-0016113-R1;8/03/2015;;Vigente
20052758;BETAMETILDIGOXINA;0.2;mg;AMPOLLA DE 2ML;SOLUCION INYECTABLE;INVIMA 2021M-0014133-R1;03/18/2013;;Vigente
20006244;METOTREXATO;50;mg;CADA VIAL DE 2 ML;SOLUCION INYECTABLE;INVIMA 2009M-0010245;12/09/2009;;Vigente
36743;SUCRALFATO;1;g;TABLETA;TABLETA;INVIMA 2010 M-011598 R2;2/12/2000;;Vigente
20039772;BUDESONIDA;2;mg;POR APLICACI”N (PUFF);AEROSOLES;INVIMA 2023M-0014022-R2;2/05/2013;1/01/3000;Vigente
50476;CLORURO DE POTASIO;0.37;g;SOBRE DE PPR A SOLUCI”N ORAL DE 109.6 G;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2020M-015336-R3;1/02/1995;;Vigente
20040672;CITRATO DE SODIO DIHIDRATO;2.9;g;SOBRE DE 21 G DE POLVO PARA RECONSTITUIR A SOLUCI”N ORAL;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2019M-0013087-R1;04/19/2012;;Vigente
20039446;METFORMINA CLORHIDRATO;1000;mg;COMPRIMIDO RECUBIERTO;TABLETA RECUBIERTA;INVIMA 2021M-0013042-R1;04/16/2012;;Vigente
24032;ACETAMINOFEN DC 90 % 361.115 MG EQUIVALENTEACETAMINOF√âN;325;mg;CADA TABLETA;TABLETA;INVIMA 2020M-007352-R2;1/01/1999;;Vigente
20009479;BETAMETASONA SODIO FOSFATO 3.95 MGEQUIVALENTE A BETAMETASONA BASE;3;mg;1 ML DE SUSPENSI”N;SUSPENSION INYECTABLE;INVIMA 2021M-0009967-R1;08/28/2009;;Vigente
21786;TIZANIDINA CLORHIDRATO 4.576 MG EQUIVALENTE A TIZANIDINA;4;mg;TABLETA;TABLETA;INVIMA 2015M-008925-R3;11/13/1995;;Vigente
20152795;ACETAMINOFEN;500;mg;SIN DATO;CAPSULA DURA;INVIMA 2019M-0018977;04/29/2019;;Vigente
20161114;ATORVASTATINA CALCICA AMORFA43.45 MGEQUIVALENTE A ATORVASTATINA;40;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0019110;7/03/2019;;Vigente
20165956;LEVODOPA;200;mg;CADA TABLETA RECUBIERTA CONTIENE;TABLETA RECUBIERTA;INVIMA 2021M-0020418;10/06/2021;;Vigente
20001650;NEOMICINA SULFATO. EQUIVALENTE A NEOMICINA;0.5;g.;100 G.;CREMA TOPICA;INVIMA 2018M-0009363-R1;3/12/2009;;Vigente
19970871;ISOMETEPTENO CLORHIDRATOAL 35% EQUIVALENTE A ISOMETEPTENO CLORHIDRATO;50;mg;CADA MILILITRO;SOLUCION ORAL;INVIMA 2023M-0006903-R2;03/23/2007;;Vigente
34644;YODOPOVIDONA 8G EQUIVALENTE A YODO DISPONIBLE 0.8G;0.8;g;100 ML DE SOLUCI”N;SOLUCION BUCOFARINGUEA;INVIMA 2020M-002443-R4;03/15/2000;;Vigente
19994586;CLINDAMICINA FOSFATO. EQUIVALENTE A CLINDAMICINA;600;mg.;AMPOLLA DE 4 ML.;SOLUCION INYECTABLE;INVIMA 2019M-0009248-R1;02/17/2009;;Vigente
20190047;*PARACETAMOL (90%)DE COMPRESION DIRECTA;325;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0021030;7/06/2023;;Vigente
19972706;CICLONAMINA (ETAMSILATO);500;mg;TABLETA;TABLETA;INVIMA 2020M-0007026-R1;5/07/2007;;Vigente
19979159;LACTATO DE SODIO;0.31;g;100 ML;SOLUCION INYECTABLE;INVIMA 2019M-0007403-R1;10/03/2007;;Vigente
20033290;√ÅCIDO ASP√ÅRTICO;0.073;g;;EMULSION INYECTABLE;INVIMA 2019M-0012868-R1;2/09/2012;;Vigente
20208413;FUROATO DE MOMETASONA;160;¬µg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2024M-0021412;03/19/2024;1/01/3000;Vigente
20004812;DIOXIDO DE CARBONO MEDICINAL;99;%;CILINDRO O TANQUE (NO CONTIENE EXCIPIENTES);GAS;INVIMA 2020M-0010481-R1;02/19/2010;;Vigente
20092439;ROSUVASTATINA;40;mg;COMPRIMIDORECUBIERTO CON PELICULA;COMPRIMIDO;INVIMA 2021M-0016849-R1;02/22/2016;;Vigente
20148832;AZITROMICINA DIHIDRATO MICRONIZADA EQUIVALENTE A AZITROMICINA BASE;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0019441;11/21/2019;;Vigente
19968470;GUAYACOLATO DE GLICERILO (GUAIFENESINA);2;g;CADA 100 ML DE JARABE;JARABE;INVIMA 2023M-0006415-R2;09/20/2006;;Vigente
19907095;PROTEINA DE PLASMA HUMANO DE LA CUAL LA ALB√öMINA ES M√çNIMO 96%;10;g;CADA VIAL 50 ML.;SOLUCION INYECTABLE;INVIMA 2023MB-14354-R3;1/01/1999;;Vigente
19983474;ESOMEPRAZOL MAGNESIO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL;20;mg;TABLETA;TABLETA;INVIMA 2020M-0007903-R1;03/26/2008;;Vigente
20127567;NICOTINAMIDA;8.189;mg;SIN DATO;CAPSULA BLANDA;INVIMA 2022M-0017970-R1;1/12/2018;;Vigente
20116777;CONTENIDO DE LA C√ÅPSULA: CALCIFEDIOL;0.266;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2020M-0019583;02/13/2020;;Vigente
20165008;ACETATO DE ZINC DIHIDRATO EQUIVALENTE A ACETATO DE ZINC ANHIDRO;0.1;g;SIN DATO;LOCION;INVIMA 2021M-0020314;07/23/2021;;Vigente
20212624;SIMETICONA 331.492 MG EQUIVALENTE A DIMETICONA;300;mg;SIN DATO;CAPSULA BLANDA;INVIMA 2022M-0020736;8/08/2022;;Vigente
20056358;NOREPINEFRINABITARTRATO MONOHIDRATO EQUIVALENTE A NOREPINEFRINA BASE;4;mg;AMPOLLETA CON 4MLDE SOLUCI”NINYECTABLE;SOLUCION INYECTABLE;INVIMA 2023M-0014411-R2;07/22/2013;;Vigente
20123480;FLUCONAZOL;150;mg;CAPSULAS;CAPSULA DURA;INVIMA 2018M-0018589;12/04/2018;;Vigente
20141722;EXEMESTANO;25;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-0019631;03/25/2020;;Vigente
20202035;NITR√ìGENO;0;csp;SIN DATO;SUSPENSION INYECTABLE;INVIMA 2023M-0021213;12/19/2023;1/01/3000;Vigente
20196943;CLORHIDRATO DE NAFAZOLINA;1;mg;1ML SOLUCION OFTALMICA;SOLUCION OFTALMICA;INVIMA 2022M-0020726;07/28/2022;;Vigente
20068498;VIRUS VIVOS ATENUADO DE PAPERAS DE LA CEPA JERYL LYNN;4.3;log TCID50;;POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE;INVIMA 2021MB-0015957-R1;06/23/2015;1/01/3000;Vigente
20030329;PROPIONATO DE CLOBETASOL;50;mg.;100 G. DE CREMA;CREMA TOPICA;INVIMA 2017M-0012494-R1;08/30/2011;;Vigente
215439;RIBOFLAVINA DIHIDRATADA (CORRESPONDIENTE A 4.140 MG DE RIBOFLAVINA);5.67;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-007193-R2;10/16/1997;;Vigente
20128365;TRIMETOPRIMA;160;mg;TABLETA;TABLETA;INVIMA 2019M-0018811;02/25/2019;;Vigente
20212109;DEXAMETASONA MICRONIZADA;1;mg;ML DE SUSPENSI”N OFT√ÅLMICA;SUSPENSION OFTALMICA;INVIMA 2022M-0020705;7/11/2022;;Vigente
19951790;HIALURONATO DE SODIO;4;mg;ML;SOLUCION OFTALMICA;INVIMA 2023M-0004506-R2;06/14/2005;;Vigente
20099585;PANTOPRAZOL S√ìDICO SESQUIHIDRATO EQUIVALENTE A PANTOPRAZOL BASE;40;mg;C√ÅPSULAS;CAPSULA DE LIBERACION PROLONGADA;INVIMA 2023M-0017236-R1;8/12/2016;;Vigente
20039647;ALCOHOL ETILICO;70;%;100ML;SOLUCION TOPICA;INVIMA 2019M-0013544-R1;08/21/2012;;Vigente
35988;TINIDAZOL;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-002882-R5;11/09/1999;;Vigente
230249;VIRUS DE POLIO INACTIVADO TIPO 1 (CEPA MAHONEY);40;U;SIN DATO;SUSPENSION INYECTABLE;INVIMA 2020MB-012551-R2;03/26/1999;;Vigente
19930434;LEVOTIROXINA SODICA USP;150;mcg;TABLETA;TABLETA;INVIMA 2019M-0001746-R2;08/20/2002;;Vigente
19991790;METRONIDAZOL BENZOIL EQUIVALENTE A METRONIDAZOL BASE;5;g;100 ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2022M-0008491-R1;09/30/2008;;Vigente
20010636;ALGINATO DE SODIO PHU-152;2.5;g;100 ML DE SUSPENSI”N ORAL;SUSPENSION ORAL;INVIMA 2020M-0010690-R1;04/20/2010;;Vigente
19952452;TIZANIDINA CLORHIDRATO;2;mg;;CAPSULA DURA;INVIMA 2015M-0004641-R1;8/09/2005;;Vigente
20148384;TECNECIO 99 METAESTABLE COMO PERTECNETATO DE SODIO 1.90 - 38.10 GBQ EN LA FECHA DE REFERENCIA (ART);38.1;GBq;SIN DATO;SOLUCION INYECTABLE;INVIMA 2020M-0019705;6/11/2020;;Vigente
20028268;DL-ALFATOCOFERIL ACETATO / VITAMINA E SINTETICA EQUIVALENTE A VITAMINA E 400 UI;400;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2018M-0012855-R1;2/07/2012;;Vigente
19934077;SODIO MICOFENOLATO EQUIVALENTE A ACIDO MICOFEN√ìLICO;180;mg;TABLETA;TABLETA;INVIMA 2022M-0002162-R2;01/24/2003;;Vigente
20189735;FLUCONAZOL;200;mg;CAPSULA DE GELATINA DURA;CAPSULA DURA;INVIMA 2021M-0020345;08/13/2021;;Vigente
20008023;RIVASTIGMINA HIDR√ìGENO TARTRATO EQUIVALENTE A RIVASTIGMINA BASE;1.5;mg;CADA CAPSULA DURA;CAPSULA DURA;INVIMA 2010M-0010651;03/31/2010;;Vigente
20188747;POLIMIXINA B SULFATO EQUIVALENTE A POLIMIXINA B;500000;UI;VIAL;POLVO LIOFILIZADO;INVIMA 2023M-0020933;04/20/2023;;Vigente
20007214;CETIRIZINA CLORHIDRATO;5;mg;CAPSULA DURA;CAPSULA DURA;INVIMA 2023M-0010255-R1;12/09/2009;;Vigente
208141;L- CISTEINA;0.189;g;100 ML;SOLUCION INYECTABLE;INVIMA 2020M-007459-R2;12/23/1997;;Vigente
20059036;ACIDO ZOLEDRONICO MONOHIDRATO 4.2640 MGEQUIVALENTE A ACIDO ZOLEDRONICO;4;mg;VIAL;SOLUCION INYECTABLE;INVIMA 2020M-0014466-R1;07/29/2013;;Vigente
20039614;YODOPOVIDONA POLVO;8;g;100 ML DE SOLUCI”N;SOLUCION TOPICA;INVIMA 2021M-0013426-R1;07/24/2012;;Vigente
20078873;ACETAMINOFEN;500;mg;CADA TABLETA CONTIENE;TABLETA;INVIMA 2015M-0016175;08/25/2015;;Vigente
20102177;FENILEFRINA CLORHIDRATO;10;mg;SIN DATO;CAPSULA BLANDA;INVIMA 2021M-0017022-R1;04/25/2016;;Vigente
20149582;ESCITALOPRAM OXALATO 25.54 MG EQUIVALENTE A ESCITALOPRAM;20;MG;TABLETAS;TABLETA RECUBIERTA;INVIMA 2020M-0019965;12/14/2020;;Vigente
20033548;COLISTINA SULFATO;1.538;mg;1 ML DE SUSPENSI”N ”TICA;SUSPENSION OTICA;INVIMA 2022M-0012611-R2;10/31/2011;;Vigente
20168696;NITAZOXANIDA;2;g;33.33 G DE POLVO PARA RECONSTITUIR A 100 ML DE SUSPENSI”N ORAL;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2019M-0019516;12/13/2019;;Vigente
19938870;ACIDO FOLICO;1;mg;TABLETA RECUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2023M-0002800-R3;09/30/2003;;Vigente
20059849;OLOPATADINA CLORHIDRATO 2.216MG( EQUIVALENTE A OLOPATADINA BASE);2;mg;1 ML DE SOLUCION OFTALMICA;SOLUCION OFTALMICA;INVIMA 2023M-0014735-R1;12/04/2013;;Vigente
20025213;FLUCONAZOL;150;mg;CAPSULA DURA;CAPSULA DURA;INVIMA 2017M-0012378-R1;07/18/2011;;Vigente
20105143;GUAYACOLATO DE GLICERILO;1000;mg;100 ML DE JARABE;JARABE;INVIMA 2017M-0017682;04/26/2017;;Vigente
19941776;HIDROCLOROTIAZIDA;12.5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0003253-R2;4/12/2004;;Vigente
20005168;MEZCLA DE PIPERACILINA SODICA Y TAZOBACTAM SODICO ESTERIL:PIPERACILINA SODICA EQUIVALENTE A PIPERACILINA BASE;4;g;VIAL CON POLVO EST√âRIL PARA RECONSTITUIR;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2019M-0009760-R1;06/17/2009;;Vigente
20135125;ETORICOXIB;60;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2019M-0018897;03/27/2019;;Vigente
20088755;FEBUXOSTAT;80;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0016581-R1;11/17/2015;;Vigente
20191835;FENILEFRINA;25;mg;TABLETA;TABLETA RECUBIERTA;INVIMA 2023M-0020896;3/02/2023;;Vigente
20015204;NICOTINAMIDA;17;mg;;C√ÅPSULA BLANDA DE GELATINA CON CUBIERTA ENT√âRICA;INVIMA 2015M-0010993-R1;06/21/2010;;Vigente
20176291;TRASTUZUMAB;150;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2021MBT-0020166;05/13/2021;;Vigente
19964559;SECNIDAZOL;500;mg;TABLETA;TABLETA RECUBIERTA;INVIMA 2023M-0006422-R2;09/26/2006;;Vigente
20188371;ROSUVASTATINA C√ÅLCICA EQUIVALENTE A ROSUVASTATINA;40;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0021203;12/14/2023;1/01/3000;Vigente
